"No.","Time","Source","Destination","Protocol","Length","Info"
"170","11.379507811","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1759 Ack=5497 Win=9340 Len=1 TSval=3830940292 TSecr=3830938914"
"171","11.379577494","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=5497 Ack=1760 Win=512 Len=0 TSval=3830940292 TSecr=3830940292"
"172","11.379634170","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=5497 Ack=1760 Win=512 Len=90 TSval=3830940292 TSecr=3830940292"
"173","11.379653517","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=5587 Ack=1760 Win=512 Len=1 TSval=3830940292 TSecr=3830940292"
"174","11.379669513","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1760 Ack=5588 Win=9340 Len=0 TSval=3830940292 TSecr=3830940292"
"175","11.379708657","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=1760 Ack=5588 Win=9340 Len=58 TSval=3830940292 TSecr=3830940292"
"176","11.379724815","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1818 Ack=5588 Win=9340 Len=1 TSval=3830940292 TSecr=3830940292"
"177","11.379743353","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=5588 Ack=1819 Win=512 Len=0 TSval=3830940292 TSecr=3830940292"
"178","11.379831587","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=5588 Ack=1819 Win=512 Len=373 TSval=3830940292 TSecr=3830940292"
"179","11.379847410","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=5961 Ack=1819 Win=512 Len=1 TSval=3830940292 TSecr=3830940292"
"180","11.379861398","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1819 Ack=5962 Win=9340 Len=0 TSval=3830940292 TSecr=3830940292"
"181","11.379915892","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1819 Ack=5962 Win=9340 Len=62 TSval=3830940292 TSecr=3830940292"
"182","11.379932092","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1881 Ack=5962 Win=9340 Len=1 TSval=3830940292 TSecr=3830940292"
"183","11.379945797","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=5962 Ack=1882 Win=512 Len=0 TSval=3830940292 TSecr=3830940292"
"184","11.379977973","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=5962 Ack=1882 Win=512 Len=90 TSval=3830940292 TSecr=3830940292"
"185","11.379992342","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=6052 Ack=1882 Win=512 Len=1 TSval=3830940292 TSecr=3830940292"
"186","11.380004490","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1882 Ack=6053 Win=9340 Len=0 TSval=3830940292 TSecr=3830940292"
"187","11.380032659","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=1882 Ack=6053 Win=9340 Len=58 TSval=3830940292 TSecr=3830940292"
"188","11.380047645","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=1940 Ack=6053 Win=9340 Len=1 TSval=3830940292 TSecr=3830940292"
"189","11.380059885","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=6053 Ack=1941 Win=512 Len=0 TSval=3830940292 TSecr=3830940292"
"190","11.380148656","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=6053 Ack=1941 Win=512 Len=373 TSval=3830940293 TSecr=3830940292"
"191","11.380165003","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=6426 Ack=1941 Win=512 Len=1 TSval=3830940293 TSecr=3830940292"
"192","11.380177123","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=1941 Ack=6427 Win=9340 Len=0 TSval=3830940293 TSecr=3830940293"
"193","12.001530183","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=1941 Ack=6427 Win=9340 Len=62 TSval=3830940914 TSecr=3830940293"
"194","12.001565752","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2003 Ack=6427 Win=9340 Len=1 TSval=3830940914 TSecr=3830940293"
"195","12.001592505","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=6427 Ack=2004 Win=512 Len=0 TSval=3830940914 TSecr=3830940914"
"196","12.001659940","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=6427 Ack=2004 Win=512 Len=90 TSval=3830940914 TSecr=3830940914"
"197","12.001691750","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=6517 Ack=2004 Win=512 Len=1 TSval=3830940914 TSecr=3830940914"
"198","12.001720555","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2004 Ack=6518 Win=9340 Len=0 TSval=3830940914 TSecr=3830940914"
"199","12.001761252","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=2004 Ack=6518 Win=9340 Len=58 TSval=3830940914 TSecr=3830940914"
"200","12.001777294","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2062 Ack=6518 Win=9340 Len=1 TSval=3830940914 TSecr=3830940914"
"201","12.001841823","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=6518 Ack=2063 Win=512 Len=0 TSval=3830940914 TSecr=3830940914"
"202","12.001942952","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=6518 Ack=2063 Win=512 Len=373 TSval=3830940914 TSecr=3830940914"
"203","12.001960609","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=6891 Ack=2063 Win=512 Len=1 TSval=3830940914 TSecr=3830940914"
"204","12.001977975","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2063 Ack=6892 Win=9340 Len=0 TSval=3830940914 TSecr=3830940914"
"205","12.002050168","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=2063 Ack=6892 Win=9340 Len=62 TSval=3830940914 TSecr=3830940914"
"206","12.002066803","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2125 Ack=6892 Win=9340 Len=1 TSval=3830940914 TSecr=3830940914"
"207","12.002100703","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=6892 Ack=2126 Win=512 Len=0 TSval=3830940914 TSecr=3830940914"
"208","12.002143342","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=6892 Ack=2126 Win=512 Len=90 TSval=3830940915 TSecr=3830940914"
"209","12.002156352","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=6982 Ack=2126 Win=512 Len=1 TSval=3830940915 TSecr=3830940914"
"210","12.002185256","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2126 Ack=6983 Win=9340 Len=0 TSval=3830940915 TSecr=3830940915"
"211","12.002284333","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=2126 Ack=6983 Win=9340 Len=56 TSval=3830940915 TSecr=3830940915"
"212","12.002311437","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2182 Ack=6983 Win=9340 Len=1 TSval=3830940915 TSecr=3830940915"
"213","12.002366075","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=6983 Ack=2183 Win=512 Len=0 TSval=3830940915 TSecr=3830940915"
"214","12.002468918","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=6983 Ack=2183 Win=512 Len=204 TSval=3830940915 TSecr=3830940915"
"215","12.002485066","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=7187 Ack=2183 Win=512 Len=1 TSval=3830940915 TSecr=3830940915"
"216","12.002538035","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2183 Ack=7188 Win=9340 Len=0 TSval=3830940915 TSecr=3830940915"
"220","14.002022363","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=2183 Ack=7188 Win=9340 Len=62 TSval=3830942914 TSecr=3830940915"
"221","14.002051139","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2245 Ack=7188 Win=9340 Len=1 TSval=3830942914 TSecr=3830940915"
"222","14.002095932","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=7188 Ack=2246 Win=512 Len=0 TSval=3830942914 TSecr=3830942914"
"223","14.002161638","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=7188 Ack=2246 Win=512 Len=90 TSval=3830942915 TSecr=3830942914"
"224","14.002179246","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=7278 Ack=2246 Win=512 Len=1 TSval=3830942915 TSecr=3830942914"
"225","14.002210393","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2246 Ack=7279 Win=9340 Len=0 TSval=3830942915 TSecr=3830942915"
"226","14.002260509","localhost","localhost","TCP","124","34752  >  49152 [PSH, ACK] Seq=2246 Ack=7279 Win=9340 Len=58 TSval=3830942915 TSecr=3830942915"
"227","14.002283781","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2304 Ack=7279 Win=9340 Len=1 TSval=3830942915 TSecr=3830942915"
"228","14.002340198","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=7279 Ack=2305 Win=512 Len=0 TSval=3830942915 TSecr=3830942915"
"229","14.002438169","localhost","localhost","TCP","439","49152  >  34752 [PSH, ACK] Seq=7279 Ack=2305 Win=512 Len=373 TSval=3830942915 TSecr=3830942915"
"230","14.002453790","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=7652 Ack=2305 Win=512 Len=1 TSval=3830942915 TSecr=3830942915"
"231","14.002476115","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2305 Ack=7653 Win=9340 Len=0 TSval=3830942915 TSecr=3830942915"
"232","14.002615669","localhost","localhost","TCP","128","34752  >  49152 [PSH, ACK] Seq=2305 Ack=7653 Win=9340 Len=62 TSval=3830942915 TSecr=3830942915"
"233","14.002659889","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2367 Ack=7653 Win=9340 Len=1 TSval=3830942915 TSecr=3830942915"
"234","14.002711603","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=7653 Ack=2368 Win=512 Len=0 TSval=3830942915 TSecr=3830942915"
"235","14.002750440","localhost","localhost","TCP","156","49152  >  34752 [PSH, ACK] Seq=7653 Ack=2368 Win=512 Len=90 TSval=3830942915 TSecr=3830942915"
"236","14.002765760","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=7743 Ack=2368 Win=512 Len=1 TSval=3830942915 TSecr=3830942915"
"237","14.002815427","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2368 Ack=7744 Win=9340 Len=0 TSval=3830942915 TSecr=3830942915"
"238","14.002891080","localhost","localhost","TCP","122","34752  >  49152 [PSH, ACK] Seq=2368 Ack=7744 Win=9340 Len=56 TSval=3830942915 TSecr=3830942915"
"239","14.002917903","localhost","localhost","TCP","67","34752  >  49152 [PSH, ACK] Seq=2424 Ack=7744 Win=9340 Len=1 TSval=3830942915 TSecr=3830942915"
"240","14.002979889","localhost","localhost","TCP","66","49152  >  34752 [ACK] Seq=7744 Ack=2425 Win=512 Len=0 TSval=3830942915 TSecr=3830942915"
"241","14.003059394","localhost","localhost","TCP","270","49152  >  34752 [PSH, ACK] Seq=7744 Ack=2425 Win=512 Len=204 TSval=3830942915 TSecr=3830942915"
"242","14.003074771","localhost","localhost","TCP","67","49152  >  34752 [PSH, ACK] Seq=7948 Ack=2425 Win=512 Len=1 TSval=3830942915 TSecr=3830942915"
"243","14.003139462","localhost","localhost","TCP","66","34752  >  49152 [ACK] Seq=2425 Ack=7949 Win=9340 Len=0 TSval=3830942916 TSecr=3830942915"
